"source_text","target_translation","source_name","source_file","language","language_id"
"kulauh * auk * hulma : litu : arisa : stain : þinsa : afti : suin : bruþur : sin : uafra : arfua kuþ : hialbi * ant h:ans : auk kus m...","Gullaug and Holma had this stone raised in memory of Sveinn, their brother, Vafri's heir. May God and God's mother help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"ra(h)nfriþr ' lit rasa stain þino ' aftiR biurn * sun þaiRa * kitilmun(t)aR ' kuþ mialbi hons (a)nt auk| |kuþs (m)uþiR hon fil a uirlanti * in osmuntr markaþi","Ragnfríðr had this stone raised in memory of Bjǫrn, her son and Ketilmundr's. May God and God's mother help his spirit. He fell in Virland. And Ásmundr marked.","","runes_parsed_parallel_1_10k.csv","de","1"
"÷ uarhas ' uk arn-il ' uk ontuitr ' uk hruþailfr ' muþur þiRa ' þaR þriR bruþr ' litu ' rita ' staino þisa aftiR hulma faþur sin","Vargas(?)/Varghǫss(?) and Arnkell and Andvéttr and Hróðelfr their mother/mother's, these three brothers had these stones erected in memory of Holmi, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"fulkmar × lit × risa × stin × þina × iftiR × fulkbiarn × sun × sin × saR × itaþis × uk miþ krkum × kuþ × ialbi × ans × ot uk salu","Folkmarr had this stone raised in memory of Folkbjǫrn, his son. He also met his end among the Greeks. May God help his spirit and soul.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ þurstain × hiak × a hili iftiR erinmunt × sun × sin × auk × iftiR kaiRbiarn × faþur × sin","Þorsteinn cut on the rock-slab in memory of Erinmundr, his son, and in memory of Geirbjǫrn, his father.","","runes_parsed_parallel_1_10k.csv","de","1"
"[erefast ' atala + auk * stain þaiR * litu * rkta staniR * at * bihrn ' uk ' hulma ' rita]","Ernfastr, Atla(?) and Steinn, they had the stone(?) erected in memory of Bjǫrn. And Holma (also) erected.","","runes_parsed_parallel_1_10k.csv","de","1"
"[kitilfastr ' niks ufaihr --iutr × þaiR × litu ' stain × iftiR × inkialti × faþur sin *]","Ketilfastr, Nefr(?), Ófeigr ... they had the stone (raised) in memory of Ingjaldr, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"[kislauk * lit * hakua * at sun sin * sbialtbuþi * ulfr * ikuar * hulfastr * kairi * þaiR * at broþur * sin * þiakn * fors * uti ok * at biarn faþur sin bro kirþu * ku=þ hialbi silu]","Gíslaug had (this) cut in memory of her son; Spjallboði, Ulfr, Ingvarr, Holmfastr, Geiri, they made the bridge in memory of their brother Þegn, (who) perished abroad, and in memory of Bjǫrn, their father. May God help (their) souls.","","runes_parsed_parallel_1_10k.csv","de","1"
"[karsi * auk ' kar-... ... sin ' han ua]R tauþ[r i '] huitauaþ[um]","Karsi and Kar-... their ... He died in christening robes.","","runes_parsed_parallel_1_10k.csv","de","1"
"[... s-ain * hakua * iftiR ...]","... the stone cut in memory of ...","","runes_parsed_parallel_1_10k.csv","de","1"
"[... uaR * tauþr × i austr*uih- ...]","... died on the eastern route ...","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...ita ' istin þino ' aftiR ... ...-noR --...","... this stone erected in memory of ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"[...- * ukautu- -aiR litu ... i... ...ntr * mark--... ...]","... they had ... And(?) Ásmundr marked ...","","runes_parsed_parallel_1_10k.csv","de","1"
"[...-niuifara ' umn... ...iR... ...lm... ...hmi...]","... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"+ obmnþi(s)a : kl(f)ai?i : is--lþ^RiR : iahþþ ¶ ÷ (o)þntiuilki(f) : ¶ ÷ iklRþ(f)","... ... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"iarbi * [l]it * stain * ht[t]R * s(u)-- sina * tua","Jarpi had the stone (raised) in memory of his two sons.","","runes_parsed_parallel_1_10k.csv","de","1"
"[... litu ' rita : stain þino * iftiR * o-hu... ...an hon fil o kriklontr kuþ hi-lbi sal...]","... had this stone erected in memory of ... ... He fell in Greece. May God help (his) soul.","","runes_parsed_parallel_1_10k.csv","de","1"
"× suain × ok × ihy[lfastr × þaiR × stain × ritu × ok × bro kiarþu × eft-r × ihul × faþur × sin * ok *] aselfi ' muþur sina","Sveinn and Ígulfastr, they erected the stone and made the bridge in memory of Ígull, their father and Áselfr, their mother.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ frisa : kiltar * letu * reisa * s(t)ein : þensa : ef(t)iR * (þ)(u)(r)--- ----a * sin : kuþ : hialbi : ant * hans : þurbiurn : risti","The Frisian guild-brothers had this stone raised in memory of Þorkell, their guild-brother. May God help his spirit. Þorbjǫrn carved.","","runes_parsed_parallel_1_10k.csv","de","1"
"...s--arn ' auk * kus * li... ...","Ásbjǫrn and Kúss(?)/Guss(?) had ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...-n * ui-... ... : ... ...n : resa : ... ...ita...a...u * kuþ : hiabi at * ...","... ... ... ... ... raised ... ... May God help (his) spirit ...","","runes_parsed_parallel_1_10k.csv","de","1"
"§P ...--... ...--(i)(n) §Q (n)(i)--... ...--…","§P ... ... §Q ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"§A katily · lit · raita ...im · hu-... ...-an","§A Ketiley had erected ... ... ... §B Karl and Gerðarr §C in memory of … …","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...rn × faþ(u)... ...","... Bjǫrn, his father.","","runes_parsed_parallel_1_10k.csv","de","1"
"[... eftiR × tot(u)... ...]","... in memory of (his) daughter/Dóttir …","","runes_parsed_parallel_1_10k.csv","de","1"
"kilauh * auk * usi * þau * litu * raisa ... * þina * e-tR ----(a) sun arna","Gillaug and Ysi(?), they had this stone raised in memory of ... Árni's son.","","runes_parsed_parallel_1_10k.csv","de","1"
"× frisa : ki... ... : þesar : eftR : alboþ : felaha : sloþa : kristr : hia : helgi : hinlbi : ant : hans : þurbiun : risti ×","The Frisian guild-brothers ... these in memory of Albóð, Slóði's partner. May the holy Christ help his spirit. Þorbjǫrn carved.","","runes_parsed_parallel_1_10k.csv","de","1"
"× þur[biurn] : [r]isþi : [s]tain : þansi : eftiR * (e)(s)(b)i(u)rn : bruþur : sin : þauR : iRu : suniR : tuR:uis * i -... ...[n]s +","Þorbjǫrn raised this stone in memory of Ásbjǫrn, his brother. They are the sons of Dýrvé(?) of ... ...","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...arf * au(k) ...bur... [...- * si-... ...n * au]...","... Djarfr(?)/-diarfr(?) and ... ... ... ... ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...aþ[u-] ...","... …","","runes_parsed_parallel_1_10k.csv","de","1"
"[...au × ...]","… …","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...r * tufa * fa... ... ...","... in memory of Tófi, his father ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...a * lit * rai... ... ... ...fta... ...","... had raised ... ... Halfdan ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...it... ... ...a ' s... ...ina","... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...ntsa * ...","... this ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...r(i)-.../...r(u)-…","…","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...sti : s--... ...- : eftiR : salsa : faþur * ...","... raised the stone ... in memory of Salsi, father ...","","runes_parsed_parallel_1_10k.csv","de","1"
"§P ...(u)(r)(k)in * (þ)...","§P ... ... §Q ... Þorfinnr(?) ...","","runes_parsed_parallel_1_10k.csv","de","1"
"+ loþin + --(t) + raisa + st... ... + faþur + s-... ...--... ...n + guþ hialbi ant hans þurbiu(r)n hiuk +","Loðinn had the stone raised ... his father ... his(?) ... May God help his spirit. Þorbjǫrn cut.","","runes_parsed_parallel_1_10k.csv","de","1"
"...r * (s)…","… …","","runes_parsed_parallel_1_10k.csv","de","1"
"[frystin] (a)uk * sibi [auk kai... ...nfo...]","Freysteinn and Sibbi and Geir-... ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...in * auk * abiur... ... til *","...-steinn and Ábjǫrn ... to","","runes_parsed_parallel_1_10k.csv","de","1"
"× s(t)ur(b)iarn * (l)[it * rais]a ' stai... ...ftiR [*] (s)[ik]st[a]in * faþur --- broþur hulmst...[n]s","Styrbjǫrn had the stone raised in memory of Sigsteinn, his father, Holmsteinn's brother.","","runes_parsed_parallel_1_10k.csv","de","1"
"× ilturi × lit × raisa × stin × eftiR × sukiR × faþur × sin × kuþ × hialbi * ant * ahns ×","<ilturi> had the stone raised in memory of Siggeirr/Seygeirr, his father. May God help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"× sibi × lit × rista * runaR * eftiR * orekiu * faþur * sin auk * þuri * at * bonta sin *","Sibbi had the runes carved in memory of Órœkja, his father; and Þyrvé in memory of her husbandman.","","runes_parsed_parallel_1_10k.csv","de","1"
"ulfr + lit kiara * merki * eftiR * iarut * sun * sin * en : biarn : ok * ruRikr * eftiR * broþur * sin *","Ulfr had the landmark made in memory of Jǫrundr, his son; and Bjǫrn and Hrœríkr in memory of their brother.","","runes_parsed_parallel_1_10k.csv","de","1"
"[f... ...ntr * þiR * fyrþu * stin * þina * af * kutlanti * uk * r... ...ftiR * si-...t * bruþur sin * on iti * þisa * h...]","... ... they brought this stone from Gotland and ... in memory of ... their brother. He owned(?) this ...","","runes_parsed_parallel_1_10k.csv","de","1"
"...-- raisa * stain ...","... the stone raised ...","","runes_parsed_parallel_1_10k.csv","de","1"
"[...i(k)ay/...i(þ)ay]","…","","runes_parsed_parallel_1_10k.csv","de","1"
"(þ)(u)[rfas]tr * auk| |kitilui * þau * litu * stain [*] rito [*] ifti[R] * þurstain * faþur sin * kuþ hialbi hont * hons","Þorfastr and Ketilvé, they had the stone erected in memory of Þorsteinn, their father. May God help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"...[- × raisa × stai]n × þin(a) × if[tiR ×] (b)iarn [× sun × sin *]","... this stone raised in memory of Bjǫrn, his son.","","runes_parsed_parallel_1_10k.csv","de","1"
"[kiti]lui [* l]it * ra[sa * stan * þina * e]ftR * ketil * faþur * sin * auk * kyriþ * eftR * bont(a) [* sin]","Ketilvé had this stone raised in memory of Ketill, her father; and Gyríðr in memory of her husbandman.","","runes_parsed_parallel_1_10k.csv","de","1"
"§PA ... ...si + aftiR mu-(a) ...(u)r × sin × auk + mu-a + (b)---...","§PA ... this in memory of Múli(?), his father / brother, and Múli(?) ... §PB Gunnarr carved these runes in memory of his kinsman-by-marriage ... §QA ... this in memory of Múli(?), his father / brother, and Múli(?) ... §QB ... these in memory of his kinsman-by-marriage ... ... Gunnarr carved the runes.","","runes_parsed_parallel_1_10k.csv","de","1"
"kitil| |lit * rita * stin þino * afti[R * kui * faþu]r * sin * kuþ hialbi  onl * auk| |kuþs muþiR","Ketill had this stone erected in memory of Ingulfr/Ingvarr, his father. May God and God's mother help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"[kui * lit * risa * stin * þina * iftiR * iafsa * sun * sin * kuþ * hialbi * ant * hans *]","Gýi had this stone raised in memory of Tafsi(?)/Lafsi(?), his son. May God help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"× iaru[ntr × auk × anuntr × litu × raisa × stain × iftiR × kuþmar × faþur × ... ...ta kuþan ×]","Jǫrundr and Ǫnundr had the stone raised in memory of Guðmarr, (their) father ... good husbandman.","","runes_parsed_parallel_1_10k.csv","de","1"
"* þorstain * lit * raisa * st[ain * þina] * eftir * iaru(n)t * sun * sin *","Þorsteinn had this stone raised in memory of Jǫrundr, his son.","","runes_parsed_parallel_1_10k.csv","de","1"
"×* þlia : f(u)þkhi * stiR * istbliR : fu[istihninsti]hn[f] lmR : i(s)tini * stihu * i...fiRn","... ... ... ... ... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"§P × kunar × auk × kulaug × litu × raisa × st[ain × ifti](R) × uiki (a)... × sun sin ×","§P Gunnarr and Gullaug had the stone raised in memory of ... their son. §Q Gunnarr and Gullaug had the stone raised in memory of Víghjalmr, their son.","","runes_parsed_parallel_1_10k.csv","de","1"
"* þuriR * auk * hruþa * litu * raisa * stain * þinsa * iftiR * burkulf * faþur sin","Þórir and Hróða had this stone raised in memory of Borgulfr, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"bur[kulfR] + u=k + kuþluk + þu ris[tu stain þ]ina × iftiR × þurbiarn s(u)[n * sin * kuþan]","Borgulfr and Guðlaug, they raised this stone in memory of Þorbjǫrn, their good son.","","runes_parsed_parallel_1_10k.csv","de","1"
"[uikinkr lit raisa stain at suni sina kruk auk asbiarn suain þisi uar ... suni ki-t kirþa]","Víkingr had the stone raised in memory of his sons Krókr and Ásbjǫrn. This lad was ...","","runes_parsed_parallel_1_10k.csv","de","1"
"×* biarn * finuiþaR * sun * lit * raisa * stain * eftiR * sik * sialfan *","Bjǫrn, Finnviðr's son, had the stone raised in memory of himself.","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...t * kiara * uf... [...- (k)itil * faþur ...]","... had ... made ... Ketill, father ...","","runes_parsed_parallel_1_10k.csv","de","1"
"× þurkil × auk × s(i)afi × la(t)u × risa × stain[il] … …a × ka=uþan × auk × hiþinfast : kuna has : kuþ : hialbi : ant : hans × auk| |kus muþi ×","Þorkell and Sjafi had the stone-slab(?) raised ... ... the good, and Heðinfast, his wife. May God and God's mother help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"kuna : a[uk su]tari : ristu : s(t)[... ... sikbiar- sati : iftiR : sin faþur : stin : almykin : i : s...]","Gunna and Sútari raised the stone ... Sigbjǫrn placed the very great stone in ... in memory of his father.","","runes_parsed_parallel_1_10k.csv","de","1"
"[harlaif × auk × þurkarþr × litu × raisa × stain × þina at × sabi faþur sin × is| |sturþi × austr × skibi × maþ ikuari a/a| |askalat-/skalat-]","Herleif and Þorgerðr/Þorgarðr had this stone raised in memory of Sæbjǫrn, their father, who steered a ship east with Ingvarr to Estonia(?)/Serkland(?).","","runes_parsed_parallel_1_10k.csv","de","1"
"[þo](r) * ok * siriþ * litu * kiara merki * eftiR * su=n sin * sihþor * kuþ * berhi * siulu * hans","Þórðr/Þórðr/Þorn and Sigríðr had the landmark made in memory of their son Sigþórr(?)/Sigþorn(?). May God save his soul.","","runes_parsed_parallel_1_10k.csv","de","1"
"b(r)usi ' u[k] (þ)(u)...(m)...n(t)(r) ...-tu rit... ... faþu... …","Brúsi and Þormundr had the stone erected ... (their) father.","","runes_parsed_parallel_1_10k.csv","de","1"
"× ulfr × auk × hirbiarn × [a]uk × nesbi[a]rn × auk × himinkr × litu ' r[esa × s](t)ain × at × borkulf × faþur × sin ×","Ulfr and Herbjǫrn and Nesbjǫrn and Hemingr had the stone raised in memory of Borgulf, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"× kylfinkr × lit × raisa stain at × nisbiarn × faþur si- -uk × kilauk at bonta sin","Kylfingr had the stone raised in memory of Nesbjǫrn, his father; and Gillaug in memory of her husbandman.","","runes_parsed_parallel_1_10k.csv","de","1"
"[isifara · auk · k... ... ...-r · sin · hon tu i krikum]","<isifara> and ... ... their … He died in Greece.","","runes_parsed_parallel_1_10k.csv","de","1"
"[hemik * auk hulmi : ristu : stn : ifti : fiauar broþr * s kuþ hialbi þem]","Hemingr and Holmi raised the stone in memory of <fiauar>, their brother. May God help them.","","runes_parsed_parallel_1_10k.csv","de","1"
"(i)kul × auk × biurn × litu × raisa × stain × eftiR × þurstain × faþur ...","Ígull and Bjǫrn had the stone raised in memory of Þorsteinn, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"sbun hiok (r)","Ásbjǫrn(?) cut(?) the runes(?)","","runes_parsed_parallel_1_10k.csv","de","1"
"þ--kl + auk + kisl + lata + risa ' þina + stin * eftR * bruþur * sin sty(r)biun × auk sefari uiseti hiuk","Þorkell and Gísl have raised this stone in memory of their brother Styrbjǫrn, and Sæfari (also raised). Véseti cut.","","runes_parsed_parallel_1_10k.csv","de","1"
"[iku-]... ... ...(r)(b)iarn * litu * kiara * bru (a)t * þia(k)n * (f)(a)[þur] ...","Ing-... ... Þorbjǫrn had the bridge made in memory of Þegn, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"× suarthofþi : let : reisa : stein : þentsa : eftiR : onut : sun : sin : kuþ : hialbi : at * hans : auk : alum * kristnum","Svarthǫfði had this stone raised in memory of Ǫnund, his son. May God help his and all Christians' spirits.","","runes_parsed_parallel_1_10k.csv","de","1"
"[× aist]r × lit × [ra... ... ... suart×haufþa × faþur] ...","Eistr had … raised in memory of Svarthǫfði, his father.","","runes_parsed_parallel_1_10k.csv","de","1"
"* saksi * let * kera * merki * þesa * iftiR * aist * faþur * sin * auk * þorgun *  sun * sin *","Saxi had these landmarks made in memory of Eistr, his father; and Þorgunnr in memory of her son.","","runes_parsed_parallel_1_10k.csv","de","1"
"fastulfr * auk yrinkr auk| |ka-(r) -(u)- hulmlauk * þau litu raisa stain þina iftiR aist faþur sin auk fastlauk at bunta (s)in kuþ hial(b)i silu hans","Fastulfr and Œringr(?) and Geirr(?) and Holmlaug, they had this stone raised in memory of Eistr, their father; and Fastlaug in memory of her husbandman. May God help his soul.","","runes_parsed_parallel_1_10k.csv","de","1"
"§A [tierfr * uk kunar * a](u)k ' kulhu ['] litu ' risa ' stain * uk * bru ' eftiR ' alfntan × faþur sin","§A Djarfr and Gunnarr and Gulley had the stone raised and the bridge (made) in memory of Halfdan, their father; §B Holmfríðr in memory of her husbandman. And Œpir carved the runes.","","runes_parsed_parallel_1_10k.csv","de","1"
"[tora * lit * raisa * sti]n [* þina * i]ftiR * rolif * sun * sin * kuþ * hialbi * ant [* hans fotr * risti *]","Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved.","","runes_parsed_parallel_1_10k.csv","de","1"
"[þora * lit * raisa * stin * aftR * kuna * bunta * sin * kuþ * hialbi * ant * hans *]","Þóra had the stone raised in memory of Gunni, her husbandman. May God help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ tsfirnstblk hniastbmlR a : rihaR : --- : riha--- : --(k)itiht · in(R)slbmui :+ ¶ ui(s)tRi : -isit--ti +","... <hniastbmlR> ... ... ... ... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"× tafeist- ... ...-sa stei(n) * þen... ...in...a : kuþ : hi--bi : at : --(n)s : þurbiurn : risti","Tafeistr ... this stone raised ... May God help his spirit. Þorbjǫrn carved.","","runes_parsed_parallel_1_10k.csv","de","1"
"[...tfa-...]","…","","runes_parsed_parallel_1_10k.csv","de","1"
"...ar : sa... þ---a : iftir : uibiurn : f... ... out hans","... ... this in memory of Vébjǫrn, father ... his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"faylkbiurn × lit × risa × stin × ift[R × nif × bruþur × sin] × (þ)[et ×] iRu × sunR × oskis ×","Folkbjǫrn had the stone raised in memory of Nefr, his brother. They are Ásgeirr's sons.","","runes_parsed_parallel_1_10k.csv","de","1"
"finuiþr * lit * gera * stenmerki * ok * buro * eftiR * faslaugu muþur sena","Finnviðr had the stone-landmark and the bridge made in memory of Fastlaug, his mother.","","runes_parsed_parallel_1_10k.csv","de","1"
"× þorkis[l] -uk × þorstin auk × uibiarn × auk × olifr × --tu × raisa × stin × eftiR × þorbiarn × faþur × sin","Þorgísl and Þorsteinn and Vébjǫrn and Óleifr had the stone raised in memory of Þorbjǫrn, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ fisnhlnstbmlstihnaist · irnastb[ml]R[usthtoinsbklRstio]hinastimR ++ þui × risii × þoris[t...]ai · stkistknstþihuoiist × iistbmkRis^tithit---t-- +","... ... ... ... ... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"þroti ' uk ' ingulfr ' litu ' rita stain ' iftiR ' sihuiþ ' faþur ' sin ' uk ' inkifa=st ' at ' bonta ' sin ' in ' ofaigr ' ybiR ' risti","Þrótti and Ingulfr had the stone erected in memory of Sigviðr, their father; and Ingifastr in memory of her husbandman. And Ófeigr / the not doomed Œpir carved.","","runes_parsed_parallel_1_10k.csv","de","1"
"[iþþiþiinstimli...ili * ininistitkm]","… …","","runes_parsed_parallel_1_10k.csv","de","1"
"kiRbiarn × uk × ihfurbiarn × uk × uifastr × þiR × ristu stin × þina × iftiR × kiRbiarn × bruþur sin × kuþ ialbi ans ot uk salu","Geirbjǫrn and Jǫfurbjǫrn and Véfastr, they raised this stone in memory of Geirbjǫrn, their brother. May God help his spirit and soul.","","runes_parsed_parallel_1_10k.csv","de","1"
"...n * auk × kulauh × au... ... + þan + a-...","... and Gullaug and ... that …","","runes_parsed_parallel_1_10k.csv","de","1"
"× asbion + auk + kisl + aurir + auk + auþbiorn + litu rita + stin aftR + biorn + foþur sin +","Ásbjǫrn and Gísl <aurir> and Auðbjǫrn had the stone erected in memory of Bjǫrn, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"[× ktl + srua-telsa : ritae...anisibuþin]","... ... …","","runes_parsed_parallel_1_10k.csv","de","1"
"brunkil ' li[t] ' [r]ita ' stain ' þina ' i[ftiR uiki(n)(m)(r) ...þu]R ' [sin * h]rfa ...[star]","Brúnkell had this stone erected in memory of Reginmundr(?), his father(?), the heir ...","","runes_parsed_parallel_1_10k.csv","de","1"
"[ranfastr ' lit ' kera '] merki * þ[i]sun * fir sia[l ikifatar *] auk * kulifs","Ragnfastr had these landmarks made for Ingifastr's and Gulleifr's souls.","","runes_parsed_parallel_1_10k.csv","de","1"
"ranfast[r] * lit * agua * eli * auk * kera * bru * eftiR inkifast * faþur * sin × auk ik[i]friþi * muþur sina","Ragnfastr had the rock-slab cut and the bridge made in memory of Ingifastr, his father, and Ingifríðr, his mother.","","runes_parsed_parallel_1_10k.csv","de","1"
"[uikikr ... auk anuntr ' ikifriþ-- suni ' rai... iftiR iarlR uk * ifteR * kal * faþur sin]","Víkingr ... and Ônundr, Ingifríðr's sons, raised in memory of <iarlR> and in memory of Káll, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"þ-...s...-...r * -uk * (a)iþ--...-- ...-(t)u * kiara * merki * eftiR kelau (f)aþu... s-- sirk","... and ... had the landmark made in memory of Ketillaugr(?), their father ...","","runes_parsed_parallel_1_10k.csv","de","1"
"sbialbuþi ' auk ' hulfr ' auk ' hulmfastr auk ' keir-.../keir- ... ...þur sin auk sun biarn","Spjallboði and Ulfr and Holmfastr and Geir-... ... their father(?)/brother(?) and Bjǫrn's son.","","runes_parsed_parallel_1_10k.csv","de","1"
"' ernfast ' uk + ernkautr ' lata ' sunR shunar ' reisa + stein × aftR + faþur + ... kitilfast '","Ernfastr and Erngautr, Siggunnr's/Sigunnr's sons, have raised the stone in memory of their father","","runes_parsed_parallel_1_10k.csv","de","1"
"[anuntr uk × tusti × þaiR × riti * -tain × iftiR × ala × faþur × sin × uk × kunar × bru... ...]","Ônundr and Tosti, they erected the stone in memory of Áli/Alli, their father, and Gunnarr, their brother.","","runes_parsed_parallel_1_10k.csv","de","1"
"ikiluk × uk × afriþ × þaR × litu × risa × stin × þina + iftiR × -a--bi-rn faþur × sin × kuþan × uk × ragni × þu × biku × i × l----","Ingilaug and Áfríðr, they had this stone raised in memory of …-bjǫrn, their good father, and Ragni (also raised). They lived in …","","runes_parsed_parallel_1_10k.csv","de","1"
"× frystin × þorbiurn × fasti × uiniutr × ulfr × kuntiarfr × þaiR × bruþr × raistu × stin : at * þorstin : faþur × sin *","Freysteinn, Þorbjǫrn, Fasti, Vénjótr, Ulfr, Gunndjarfr: these brothers raised the stone in memory of Þorsteinn, their father.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ uitiarf + uk + tan ' uk * fastar * uk * halftan + lata + reisa ÷ stein ÷ aftR + faþur sn ' fasta *","Védjarfr and Danr and Fastarr and Halfdan have raised the stone in memory of their father Fasti.","","runes_parsed_parallel_1_10k.csv","de","1"
"§A fryb... ... ...i × huk f(r)... ...(f)-þr × þiR ristu × sti- -...(n)a × iftiR × kuþ-ar × ...(a)þur × sin kuþan × huk tuma + (b)...-þur × sin ×× kuþ ...i ot × þiRa × huk × salu × hu... ... ...uþiR × bitr × þan × þiR × -ar- × h...","§A Freybjǫrn ... ... and Frey-...(?) ...-finnr, they raised this stone in memory of Guðmarr/Guðvarðr(?), their good father and Tumi/Tummi, their brother. May God and God's mother help their spirits and souls better than they have done. §B Here the stone will stand by the bridge. Sons placed (it) in memory of (their) good father. Geir-.../Geirr ... ... §C ... landmark in memory of husbandman ...","","runes_parsed_parallel_1_10k.csv","de","1"
"* anuntr * auk * airikr * auk * hakun * auk * inkuar * rais-- ... (þ)(i)(n)-(a) * (i)(f)(t)ir * raknar * bruþur sin * kuþ * hialbi ant * hans","Ônundr and Eiríkr and Hákon and Ingvarr raised this stone in memory of Ragnarr, their brother. May God help his spirit.","","runes_parsed_parallel_1_10k.csv","de","1"
"+ anuntr * lit * auk * kera * bro * auk * stain riti * eftiR * ketilfast * faþur * sin * ok * farulfr *","Ônundr also had the bridge made and the stone erected in memory of Ketilfastr, his father, and Farulfr (also made).","","runes_parsed_parallel_1_10k.csv","de","1"
"* iubrn : uk × ini : riti × iþrn : iftiR + iRbrn : faþur : isin : þuliR * iuk * runar × þisi × isi kuþ +","Jóbjǫrn and Enni erected the stone in memory of Geirbjǫrn(?)/Ernbjǫrn(?)/Eir-Bjǫrn(?), their father - Þulir(?) cut these runes -, may God see (him).","","runes_parsed_parallel_1_10k.csv","de","1"
"[... raistu * stai(n) ...]","... raised the stone ...","","runes_parsed_parallel_1_10k.csv","de","1"
"[... ...uastr × þaiR × litu × rausa * stain ... ...rfa]","... Sigfastr(?), they had the stone raised ... ...","","runes_parsed_parallel_1_10k.csv","de","1"
"+ kuhli (a)uk + stuþkihl + ristu + stain + oftiR +× uiþbiarn × arfa × karumbus + kuþan × uiþbiarn × iak ×","Gulli and Stóðkell raised the stone in memory of Viðbjǫrn, the good heir of Krumr. Viðbjǫrn cut.","","runes_parsed_parallel_1_10k.csv","de","1"
"§A ... ...iba * faþu(r) ...","§A ... Sibbi(?) father ... §B ... in memory of husbandman ...","","runes_parsed_parallel_1_10k.csv","de","1"
"* ayiti ... [...si] atir : faþu(r) ... ...(k) : sut : (o) : kutloti : hkni : o : syk[um : in : ur : basti] : buti : uhlmstan :","Eyndr ... this in memory of ... father ... was taken ill on Gotland, Hagni(?)/Agni(?) of Sikum(?). He(?) was the best of husbandmen. Holmsteinn.","","runes_parsed_parallel_1_10k.csv","de","1"
"[hialb * anutR]","Help. Ônundr.","","runes_parsed_parallel_1_10k.csv","de","1"
"[* urmi × auk × hulmuiþr × auk × hulmfastar × litu : raisa : stain : aftiR × burut : faþur : sin : kuþan *]","Ormi and Holmviðr and Holmfastr had the stone raised in memory of Broddr, their good father.","","runes_parsed_parallel_1_10k.csv","de","1"
"× sigruþ + let + raisa + stain + eftiR + kara + buanta + sin + guþ + hialbi + ant + hans + þurbiur[n × sk]alt + hiuk + runaR","Sigþrúðr had the stone raised in memory of Kári, her husbandman. May God help his spirit. Þorbjǫrn Skald cut the runes.","","runes_parsed_parallel_1_10k.csv","de","1"
"* sigruþ * lit + raisa * stain * eftir + anunt * sun * sin * han uas ' tribin + a + uirlanti","Sigþrúðr had the stone raised in memory of Ônundr, her son. He was killed in Virland.","","runes_parsed_parallel_1_10k.csv","de","1"
"...ki * afti * f-...","... in memory of ...","","runes_parsed_parallel_1_10k.csv","de","1"
"ha... ...","... …","","runes_parsed_parallel_1_10k.csv","de","1"
"... ...- kun(b)(a)... ...","... ... Gunnbjǫrn(?) …","","runes_parsed_parallel_1_10k.csv","de","1"
"þurfastr * nuk * uRþbian * a-... ...","Þorfastr and Viðbjǫrn and ...","","runes_parsed_parallel_1_10k.csv","de","1"
